zipcode,city,county,population
72083,Keo,Lonoke County,161
72470,Success,Clay County,160
72663,Onia,Stone County,155
71922,Antoine,Pike County,153
72074,Hunter,Woodruff County,151
72339,Gilmore,Crittenden County,148
72572,Saffell,Lawrence County,140
72555,Marcella,Stone County,139
72321,Burdette,Mississippi County,135
72061,Guy,Faulkner County,127
72539,Glencoe,Fulton County,126
72332,Edmondson,Crittenden County,125
72165,Thida,Independence County,121
72322,Caldwell,St. Francis County,120
72838,Gravelly,Yell County,115
72686,Witts Springs,Searcy County,110
72353,Lambrook,Phillips County,105
72578,Sturkie,Fulton County,104
72166,Tichnor,Arkansas County,103
72669,Pindall,Searcy County,101
72005,Amagon,Jackson County,100
72048,Ethel,Arkansas County,97
72311,Aubrey,Lee County,97
72107,Menifee,Conway County,96
72424,Datto,Clay County,92
71711,Camden,Ouachita County,88
72666,Parthenon,Newton County,83
72852,Oark,Johnson County,82
71651,Jersey,Bradley County,80
71659,Moscow,Jefferson County,79
72428,Etowah,Mississippi County,79
72670,Ponca,Newton County,79
72383,Turner,Phillips County,75
72169,Tupelo,Jackson County,74
71722,Bluff City,Nevada County,70
72108,Monroe,Monroe County,64
72464,Saint Francis,Clay County,61
72325,Clarkedale,Crittenden County,59
72014,Beedeville,Jackson County,58
72826,Blue Mountain,Logan County,50
72038,Crocketts Bluff,Arkansas County,49
72553,Magness,Independence County,49
72617,Big Flat,Baxter County,48
72441,Mc Dougal,Clay County,47
72587,Wiseman,Izard County,47
72328,Crumrod,Phillips County,46
72445,Minturn,Lawrence County,46
71666,Mc Gehee,Desha County,44
72059,Gregory,Woodruff County,39
71823,Ben Lomond,Sevier County,36
72828,Briggsville,Yell County,35
72037,Coy,Lonoke County,30
71820,Alleene,Little River County,26
71772,Whelen Springs,Clark County,22
72377,Rivervale,Poinsett County,22
71952,Langley,Pike County,21
72379,Snow Lake,Desha County,15
72338,Frenchmans Bayou,Mississippi County,7
72679,Tilly,Pope County,7
72367,Mellwood,Phillips County,6
72636,Gilbert,Searcy County,3
39503,Gulfport,Harrison County,55692
38654,Olive Branch,De Soto County,52791
39759,Starkville,Oktibbeha County,44340
38655,Oxford,Lafayette County,43536
39110,Madison,Madison County,42551
39401,Hattiesburg,Forrest County,41931
39564,Ocean Springs,Jackson County,41544
39402,Hattiesburg,Forrest County,40860
39047,Brandon,Rankin County,39426
39042,Brandon,Rankin County,38139
38671,Southaven,De Soto County,37456
39532,Biloxi,Harrison County,37270
39212,Jackson,Hinds County,33825
39208,Pearl,Rankin County,32819
39180,Vicksburg,Warren County,32336
39120,Natchez,Adams County,30838
38801,Tupelo,Lee County,29767
38834,Corinth,Alcorn County,28781
39046,Canton,Madison County,28437
38632,Hernando,De Soto County,27838
39452,Lucedale,George County,27517
38637,Horn Lake,De Soto County,27204
39209,Jackson,Hinds County,27117
39301,Meridian,Lauderdale County,25927
39466,Picayune,Pearl River County,25868
39056,Clinton,Hinds County,25761
39350,Philadelphia,Neshoba County,24899
39211,Jackson,Hinds County,24655
39157,Ridgeland,Madison County,24572
39206,Jackson,Hinds County,24236
39501,Gulfport,Harrison County,23600
38930,Greenwood,Leflore County,23445
39601,Brookhaven,Lincoln County,23288
39702,Columbus,Lowndes County,23215
38701,Greenville,Washington County,22525
39194,Yazoo City,Yazoo County,22241
39443,Laurel,Jones County,21572
39465,Petal,Forrest County,21517
39305,Meridian,Lauderdale County,21126
39440,Laurel,Jones County,21080
38863,Pontotoc,Pontotoc County,20560
39213,Jackson,Hinds County,20301
39648,Mccomb,Pike County,20176
39565,Ocean Springs,Jackson County,19863
39073,Florence,Rankin County,19629
38829,Booneville,Prentiss County,19023
38901,Grenada,Grenada County,18168
39426,Carriere,Pearl River County,18074
39520,Bay Saint Louis,Hancock County,17972
38614,Clarksdale,Coahoma County,17812
39531,Biloxi,Harrison County,17410
39560,Long Beach,Harrison County,17399
39307,Meridian,Lauderdale County,17051
38732,Cleveland,Bolivar County,17044
39204,Jackson,Hinds County,16934
38652,New Albany,Union County,16775
39562,Moss Point,Jackson County,16768
39553,Gautier,Jackson County,16750
38804,Tupelo,Lee County,16744
39429,Columbia,Marion County,16454
39051,Carthage,Leake County,16453
39507,Gulfport,Harrison County,16300
38635,Holly Springs,Marshall County,15945
38611,Byhalia,Marshall County,15869
38606,Batesville,Panola County,15594
39773,West Point,Clay County,15267
39074,Forest,Scott County,14961
39367,Waynesboro,Wayne County,14746
38672,Southaven,De Soto County,14641
39339,Louisville,Winston County,14378
38668,Senatobia,Tate County,14023
39183,Vicksburg,Warren County,13989
39475,Purvis,Lamar County,13973
39571,Pass Christian,Harrison County,13829
39437,Ellisville,Jones County,13720
39574,Saucier,Harrison County,13471
39563,Moss Point,Jackson County,13451
39701,Columbus,Lowndes County,13346
39272,Byram,Hinds County,12895
38821,Amory,Monroe County,12790
39705,Columbus,Lowndes County,12695
39090,Kosciusko,Attala County,12636
38703,Greenville,Washington County,12475
38663,Ripley,Tippah County,12310
38618,Coldwater,Tate County,12258
39470,Poplarville,Pearl River County,12068
39667,Tylertown,Walthall County,12045
38866,Saltillo,Lee County,11959
39730,Aberdeen,Monroe County,11603
39059,Crystal Springs,Copiah County,11543
38843,Fulton,Itawamba County,11345
39567,Pascagoula,Jackson County,11289
39577,Wiggins,Stone County,11104
39482,Sumrall,Lamar County,10717
39666,Summit,Pike County,10686
39117,Morton,Scott County,10659
39581,Pascagoula,Jackson County,10572
39114,Mendenhall,Simpson County,10465
38751,Indianola,Sunflower County,10367
39170,Terry,Hinds County,10188
39154,Raymond,Hinds County,9954
39428,Collins,Covington County,9900
39455,Lumberton,Lamar County,9834
39083,Hazlehurst,Copiah County,9703
39111,Magee,Simpson County,9217
39556,Kiln,Hancock County,9212
38852,Iuka,Tishomingo County,9049
38965,Water Valley,Yalobusha County,8927
39540,Diberville,Harrison County,8872
38651,Nesbit,De Soto County,8499
39652,Magnolia,Pike County,8395
39525,Diamondhead,Hancock County,8103
39530,Biloxi,Harrison County,8052
39202,Jackson,Hinds County,8017
39191,Wesson,Copiah County,8013
38851,Houston,Chickasaw County,8006
39232,Flowood,Rankin County,7774
39365,Union,Neshoba County,7698
39476,Richton,Perry County,7627
39573,Perkinston,Stone County,7624
38967,Winona,Montgomery County,7397
38824,Baldwyn,Lee County,7301
38858,Nettleton,Itawamba County,7275
39218,Richland,Rankin County,7189
39629,Bogue Chitto,Lincoln County,6943
39095,Lexington,Holmes County,6890
39341,Macon,Noxubee County,6801
39451,Leakesville,Greene County,6795
38849,Guntown,Lee County,6708
39168,Taylorsville,Smith County,6615
39203,Jackson,Hinds County,6561
38666,Sardis,Panola County,6546
39355,Quitman,Clarke County,6397
38868,Shannon,Lee County,6396
39325,Collinsville,Lauderdale County,6275
38860,Okolona,Chickasaw County,6248
38756,Leland,Washington County,6197
39071,Flora,Madison County,6192
39479,Seminary,Covington County,6153
39483,Foxworth,Marion County,6122
38680,Walls,De Soto County,6041
38676,Tunica,Tunica County,5843
39038,Belzoni,Humphreys County,5703
39576,Waveland,Hancock County,5690
39345,Newton,Newton County,5453
39744,Eupora,Webster County,5384
38619,Como,Panola County,5368
39474,Prentiss,Jefferson Davis County,5346
39669,Woodville,Wilkinson County,5335
39150,Port Gibson,Claiborne County,5309
39740,Caledonia,Monroe County,5297
39069,Fayette,Jefferson County,5290
39654,Monticello,Lawrence County,5171
39328,De Kalb,Kemper County,5144
39119,Mount Olive,Covington County,5050
39145,Pelahatchie,Rankin County,5035
38826,Belden,Lee County,5027
38916,Calhoun City,Calhoun County,4945
39645,Liberty,Amite County,4917
39422,Bay Springs,Jasper County,4766
38865,Rienzi,Alcorn County,4754
38683,Walnut,Tippah County,4688
38921,Charleston,Tallahatchie County,4609
39066,Edwards,Hinds County,4466
39439,Heidelberg,Jasper County,4423
39338,Louin,Jasper County,4375
39175,Utica,Hinds County,4317
39041,Bolton,Hinds County,4306
38828,Blue Springs,Union County,4293
38941,Itta Bena,Leflore County,4265
38855,Mantachie,Itawamba County,4248
38650,Myrtle,Union County,4165
38677,University,Lafayette County,4120
38857,Mooreville,Lee County,4081
39216,Jackson,Hinds County,4080
39327,Decatur,Newton County,4045
39189,Walnut Grove,Leake County,4014
39094,Lena,Leake County,3999
39044,Braxton,Simpson County,3965
38963,Tutwiler,Tallahatchie County,3910
39063,Durant,Holmes County,3867
38738,Parchman,Sunflower County,3779
39641,Jayess,Lawrence County,3624
39459,Moselle,Jones County,3612
38620,Courtland,Panola County,3571
39362,State Line,Greene County,3476
39766,Steens,Lowndes County,3430
38915,Bruce,Calhoun County,3422
38827,Belmont,Tishomingo County,3385
38773,Shaw,Bolivar County,3358
38847,Golden,Itawamba County,3346
38664,Robinsonville,Tunica County,3342
39735,Ackerman,Choctaw County,3319
39464,Ovett,Perry County,3299
38841,Ecru,Pontotoc County,3296
39631,Centreville,Wilkinson County,3229
39638,Gloster,Amite County,3215
39159,Rolling Fork,Sharkey County,3132
38748,Hollandale,Washington County,3111
38878,Vardaman,Calhoun County,3111
38771,Ruleville,Sunflower County,3097
38610,Blue Mountain,Tippah County,3078
38603,Ashland,Benton County,3071
39153,Raleigh,Smith County,3044
39040,Bentonia,Yazoo County,3011
39480,Soso,Jones County,3010
39354,Preston,Kemper County,3005
38922,Coffeeville,Yalobusha County,3004
38659,Potts Camp,Marshall County,2950
39663,Silver Creek,Lawrence County,2947
39746,Hamilton,Monroe County,2940
38873,Tishomingo,Tishomingo County,2939
38917,Carrollton,Carroll County,2930
39360,Shubuta,Clarke County,2924
39661,Roxie,Franklin County,2904
39752,Mathiston,Webster County,2893
38870,Smithville,Monroe County,2887
38646,Marks,Quitman County,2820
39160,Sallis,Attala County,2807
39421,Bassfield,Jefferson Davis County,2800
38737,Drew,Sunflower County,2789
39762,Mississippi State,Oktibbeha County,2783
39330,Enterprise,Clarke County,2756
39335,Lauderdale,Lauderdale County,2740
38850,Houlka,Chickasaw County,2726
39423,Beaumont,Perry County,2652
39534,Biloxi,Harrison County,2624
38862,Plantersville,Lee County,2623
38925,Duck Hill,Montgomery County,2599
38833,Burnsville,Tishomingo County,2587
39169,Tchula,Holmes County,2567
39092,Lake,Scott County,2550
39364,Toomsuba,Lauderdale County,2537
38665,Sarah,Panola County,2501
38762,Mound Bayou,Bolivar County,2482
39750,Maben,Webster County,2473
39561,Mc Henry,Stone County,2464
39096,Lorman,Jefferson County,2453
38846,Glen,Alcorn County,2412
39176,Vaiden,Carroll County,2412
39425,Brooklyn,Forrest County,2399
39057,Conehatta,Newton County,2391
39140,Newhebron,Lawrence County,2350
38761,Moorhead,Sunflower County,2347
39739,Brooksville,Noxubee County,2345
39346,Noxapater,Winston County,2303
39146,Pickens,Holmes County,2301
38642,Lamar,Marshall County,2289
39116,Mize,Smith County,2285
38633,Hickory Flat,Benton County,2270
39653,Meadville,Franklin County,2270
39322,Buckatunna,Wayne County,2217
39478,Sandy Hook,Marion County,2184
38948,Oakland,Yalobusha County,2175
39664,Smithdale,Amite County,2148
38871,Thaxton,Pontotoc County,2130
38641,Lake Cormorant,De Soto County,2100
38730,Boyle,Bolivar County,2079
38601,Abbeville,Lafayette County,2073
38658,Pope,Panola County,2066
38629,Falkner,Tippah County,2064
39108,Mc Cool,Attala County,1998
39337,Little Rock,Newton County,1931
38856,Marietta,Prentiss County,1901
38643,Lambert,Quitman County,1875
39406,Hattiesburg,Forrest County,1849
39665,Sontag,Lawrence County,1848
39039,Benton,Yazoo County,1840
39332,Hickory,Newton County,1824
38864,Randolph,Pontotoc County,1813
38769,Rosedale,Bolivar County,1800
38621,Crenshaw,Panola County,1791
38774,Shelby,Bolivar County,1785
38661,Red Banks,Marshall County,1783
39086,Hermanville,Claiborne County,1733
39756,Prairie,Monroe County,1722
39657,Osyka,Pike County,1711
39079,Goodman,Holmes County,1708
38940,Holcomb,Grenada County,1705
39772,Weir,Choctaw County,1687
39358,Scooba,Kemper County,1676
39751,Mantee,Calhoun County,1663
39741,Cedarbluff,Clay County,1630
39045,Camden,Madison County,1627
38625,Dumas,Tippah County,1611
39323,Chunky,Newton County,1540
39481,Stringer,Jasper County,1536
39747,Kilmichael,Montgomery County,1535
38778,Sunflower,Sunflower County,1500
39662,Ruth,Lincoln County,1500
38631,Friars Point,Coahoma County,1477
38929,Gore Springs,Grenada County,1471
39776,Woodland,Chickasaw County,1455
39342,Marion,Lauderdale County,1436
38954,Sidon,Carroll County,1432
39361,Shuqualak,Noxubee County,1401
39179,Vaughan,Yazoo County,1396
39743,Crawford,Lowndes County,1394
38876,Tremont,Itawamba County,1385
38627,Etta,Union County,1375
39427,Carson,Jefferson Davis County,1374
39347,Pachuta,Clarke County,1368
39067,Ethel,Attala County,1355
39149,Pinola,Simpson County,1346
38927,Enid,Tallahatchie County,1325
39647,Mc Call Creek,Franklin County,1321
39363,Stonewall,Clarke County,1316
38645,Lyon,Coahoma County,1305
38754,Isola,Humphreys County,1289
39152,Pulaski,Scott County,1288
38838,Dennis,Tishomingo County,1281
39769,Sturgis,Oktibbeha County,1279
38753,Inverness,Sunflower County,1267
39217,Jackson,Hinds County,1262
39336,Lawrence,Newton County,1255
39320,Bailey,Lauderdale County,1231
39192,West,Holmes County,1196
39643,Kokomo,Marion County,1154
38685,Waterford,Lafayette County,1144
39633,Crosby,Amite County,1144
39572,Pearlington,Hancock County,1137
39462,New Augusta,Perry County,1133
39366,Vossburg,Jasper County,1125
38674,Tiplersville,Tippah County,1074
38951,Pittsboro,Calhoun County,1074
39082,Harrisville,Simpson County,1071
38639,Jonestown,Coahoma County,1036
38626,Dundee,Tunica County,1009
38859,New Site,Prentiss County,1006
38721,Anguilla,Sharkey County,974
39745,French Camp,Choctaw County,965
39767,Stewart,Montgomery County,961
39193,Whitfield,Rankin County,959
38759,Merigold,Bolivar County,926
38966,Webb,Tallahatchie County,925
38923,Coila,Carroll County,912
38670,Sledge,Tunica County,907
38914,Big Creek,Calhoun County,894
38673,Taylor,Lafayette County,874
38622,Crowder,Quitman County,862
38961,Tillatoba,Yalobusha County,825
39078,Georgetown,Copiah County,822
39174,Tougaloo,Hinds County,817
38725,Benoit,Bolivar County,792
38879,Verona,Lee County,786
39630,Bude,Franklin County,750
38760,Metcalfe,Washington County,732
39456,Mc Lain,Greene County,719
39755,Pheba,Clay County,713
38647,Michigan City,Benton County,711
39668,Union Church,Jefferson County,700
38617,Coahoma,Coahoma County,695
38720,Alligator,Bolivar County,672
39144,Pattison,Claiborne County,672
39477,Sandersville,Jones County,668
39097,Louise,Humphreys County,659
39461,Neely,Greene County,624
39113,Mayersville,Issaquena County,621
39062,D Lo,Simpson County,599
38953,Scobey,Yalobusha County,587
38848,Greenwood Springs,Monroe County,580
39166,Silver City,Humphreys County,578
38920,Cascilla,Tallahatchie County,576
38924,Cruger,Holmes County,574
39656,Oak Vale,Lawrence County,569
38869,Sherman,Pontotoc County,533
38726,Beulah,Bolivar County,526
38957,Sumner,Tallahatchie County,525
39348,Paulding,Jasper County,518
39201,Jackson,Hinds County,514
38744,Glen Allan,Washington County,508
38746,Gunnison,Bolivar County,504
38736,Doddsville,Sunflower County,479
38950,Philipp,Tallahatchie County,473
38913,Banner,Calhoun County,460
39352,Porterville,Kemper County,431
39054,Cary,Sharkey County,425
38722,Arcola,Washington County,421
38952,Schlater,Leflore County,421
39326,Daleville,Lauderdale County,414
39356,Rose Hill,Jasper County,383
38944,Minter City,Leflore County,362
39309,Meridian,Lauderdale County,349
38949,Paris,Lafayette County,341
39359,Sebastopol,Scott County,339
38947,North Carrollton,Carroll County,338
38928,Glendora,Tallahatchie County,321
38740,Duncan,Bolivar County,310
38764,Pace,Bolivar County,310
38943,Mc Carley,Carroll County,304
39737,Bellefontaine,Webster County,287
38623,Darling,Quitman County,273
38731,Chatham,Washington County,246
38946,Morgan City,Leflore County,241
39635,Fernwood,Pike County,241
39736,Artesia,Lowndes County,229
38844,Gattman,Monroe County,219
38745,Grace,Issaquena County,203
38781,Winstonville,Bolivar County,198
39156,Redwood,Warren County,194
38644,Lula,Coahoma County,190
38964,Vance,Quitman County,147
38962,Tippo,Tallahatchie County,136
39177,Valley Park,Issaquena County,125
38768,Rome,Sunflower County,118
39771,Walthall,Webster County,113
39088,Holly Bluff,Yazoo County,98
38765,Panther Burn,Sharkey County,97
39115,Midnight,Humphreys County,85
38630,Farrell,Coahoma County,80
38749,Holly Ridge,Sunflower County,71
38945,Money,Leflore County,64
38723,Avon,Washington County,59
38767,Rena Lara,Coahoma County,44
39162,Satartia,Yazoo County,39
38772,Scott,Bolivar County,30
38702,Greenville,Washington County,29
39760,Starkville,Oktibbeha County,12
38704,Greenville,Washington County,2
66062,Olathe,Johnson County,81780
66061,Olathe,Johnson County,64791
67401,Salina,Saline County,50816
66502,Manhattan,Riley County,45390
67212,Wichita,Sedgwick County,44231
66048,Leavenworth,Leavenworth County,36149
67846,Garden City,Finney County,33550
66212,Shawnee Mission,Johnson County,32252
66102,Kansas City,Wyandotte County,32046
66614,Topeka,Shawnee County,31852
66049,Lawrence,Douglas County,31459
67217,Wichita,Sedgwick County,31414
67801,Dodge City,Ford County,30954
67203,Wichita,Sedgwick County,29710
66213,Shawnee Mission,Johnson County,29276
66044,Lawrence,Douglas County,28764
67207,Wichita,Sedgwick County,28473
66801,Emporia,Lyon County,28411
67037,Derby,Sedgwick County,28348
66215,Shawnee Mission,Johnson County,26219
67501,Hutchinson,Reno County,26122
66223,Shawnee Mission,Johnson County,25912
66104,Kansas City,Wyandotte County,25791
66441,Junction City,Geary County,25372
66216,Shawnee Mission,Johnson County,25108
66762,Pittsburg,Crawford County,24651
67601,Hays,Ellis County,24203
66109,Kansas City,Wyandotte County,23923
66030,Gardner,Johnson County,23865
66106,Kansas City,Wyandotte County,23785
67502,Hutchinson,Reno County,23664
67218,Wichita,Sedgwick County,22635
67216,Wichita,Sedgwick County,22503
67213,Wichita,Sedgwick County,22344
67204,Wichita,Sedgwick County,22291
66604,Topeka,Shawnee County,22224
67901,Liberal,Seward County,21525
66208,Shawnee Mission,Johnson County,21264
67114,Newton,Harvey County,21135
66047,Lawrence,Douglas County,20376
67226,Wichita,Sedgwick County,20365
66605,Topeka,Shawnee County,20229
66209,Shawnee Mission,Johnson County,20130
67205,Wichita,Sedgwick County,20035
66204,Shawnee Mission,Johnson County,19903
66046,Lawrence,Douglas County,19835
67211,Wichita,Sedgwick County,19206
66203,Shawnee Mission,Johnson County,19008
67530,Great Bend,Barton County,18608
66210,Shawnee Mission,Johnson County,18523
67042,El Dorado,Butler County,17798
66221,Shawnee Mission,Johnson County,17443
67208,Wichita,Sedgwick County,17418
66202,Shawnee Mission,Johnson County,16689
67206,Wichita,Sedgwick County,16202
66442,Fort Riley,Geary County,16121
66503,Manhattan,Riley County,16061
67005,Arkansas City,Cowley County,15537
66067,Ottawa,Franklin County,15291
67460,Mcpherson,Mcpherson County,15160
67214,Wichita,Sedgwick County,14949
66207,Shawnee Mission,Johnson County,14792
67002,Andover,Butler County,14711
67156,Winfield,Cowley County,14663
66226,Shawnee Mission,Johnson County,14146
67060,Haysville,Sedgwick County,14035
67220,Wichita,Sedgwick County,13969
67010,Augusta,Butler County,13891
67209,Wichita,Sedgwick County,13783
66224,Shawnee Mission,Johnson County,13561
67235,Wichita,Sedgwick County,13555
66205,Shawnee Mission,Johnson County,13419
66002,Atchison,Atchison County,13225
66112,Kansas City,Wyandotte County,13095
66103,Kansas City,Wyandotte County,13094
66101,Kansas City,Wyandotte County,12643
67219,Wichita,Sedgwick County,12588
66071,Paola,Miami County,12510
67301,Independence,Montgomery County,12497
66219,Shawnee Mission,Johnson County,12375
66701,Fort Scott,Bourbon County,12274
66214,Shawnee Mission,Johnson County,12224
67337,Coffeyville,Montgomery County,11936
66012,Bonner Springs,Wyandotte County,11919
67357,Parsons,Labette County,11795
67230,Wichita,Sedgwick County,11777
66720,Chanute,Neosho County,11402
66043,Lansing,Leavenworth County,10941
66610,Topeka,Shawnee County,10886
66606,Topeka,Shawnee County,10881
66206,Shawnee Mission,Johnson County,10783
67147,Valley Center,Sedgwick County,10736
66086,Tonganoxie,Leavenworth County,10593
66083,Spring Hill,Johnson County,10352
66611,Topeka,Shawnee County,10278
66111,Kansas City,Wyandotte County,10148
67410,Abilene,Dickinson County,10124
66618,Topeka,Shawnee County,9807
67210,Wichita,Sedgwick County,9607
66607,Topeka,Shawnee County,9567
67152,Wellington,Sumner County,9209
67052,Goddard,Sedgwick County,9124
66547,Wamego,Pottawatomie County,9023
67110,Mulvane,Sumner County,8970
66617,Topeka,Shawnee County,8853
66085,Stilwell,Johnson County,8808
66218,Shawnee Mission,Johnson County,8760
67124,Pratt,Pratt County,7894
66025,Eudora,Douglas County,7849
66006,Baldwin City,Douglas County,7811
66220,Shawnee Mission,Johnson County,7770
67880,Ulysses,Grant County,7534
66749,Iola,Allen County,7439
66053,Louisburg,Miami County,7230
66609,Topeka,Shawnee County,6960
66007,Basehor,Leavenworth County,6918
66227,Shawnee Mission,Johnson County,6635
66027,Fort Leavenworth,Leavenworth County,6556
67701,Colby,Thomas County,6500
67133,Rose Hill,Butler County,6482
66018,De Soto,Johnson County,6231
66436,Holton,Jackson County,6223
66901,Concordia,Cloud County,6061
66064,Osawatomie,Miami County,5981
67215,Wichita,Sedgwick County,5809
66725,Columbus,Cherokee County,5795
67550,Larned,Pawnee County,5642
66608,Topeka,Shawnee County,5632
66713,Baxter Springs,Cherokee County,5572
67432,Clay Center,Clay County,5553
66739,Galena,Cherokee County,5426
66616,Topeka,Shawnee County,5342
66217,Shawnee Mission,Johnson County,5335
67735,Goodland,Sherman County,5120
67665,Russell,Russell County,5104
67951,Hugoton,Stevens County,5083
66032,Garnett,Anderson County,5034
67871,Scott City,Scott County,4941
67101,Maize,Sedgwick County,4906
66434,Hiawatha,Brown County,4785
67026,Clearwater,Sedgwick County,4703
66211,Shawnee Mission,Johnson County,4637
67420,Beloit,Mitchell County,4495
67062,Hesston,Harvey County,4479
67456,Lindsborg,Mcpherson County,4374
66536,Saint Marys,Pottawatomie County,4356
66508,Marysville,Marshall County,4340
66743,Girard,Crawford County,4205
67654,Norton,Norton County,4176
67554,Lyons,Rice County,4006
67068,Kingman,Kingman County,4000
66092,Wellsville,Franklin County,3863
67025,Cheney,Sedgwick County,3822
66736,Fredonia,Wilson County,3769
66839,Burlington,Coffey County,3754
66534,Sabetha,Nemaha County,3635
66523,Osage City,Osage County,3580
67063,Hillsboro,Marion County,3579
67335,Cherryvale,Montgomery County,3578
66615,Topeka,Shawnee County,3534
66538,Seneca,Nemaha County,3482
67439,Ellsworth,Ellsworth County,3419
66506,Manhattan,Riley County,3403
66763,Frontenac,Crawford County,3385
67579,Sterling,Rice County,3345
66040,La Cygne,Linn County,3305
67135,Sedgwick,Harvey County,3298
67056,Halstead,Harvey County,3292
67661,Phillipsburg,Phillips County,3287
66409,Berryton,Shawnee County,3285
66846,Council Grove,Morris County,3257
67039,Douglass,Butler County,3247
67544,Hoisington,Barton County,3227
67045,Eureka,Greenwood County,3152
66757,Neodesha,Wilson County,3140
67107,Moundridge,Mcpherson County,3109
66861,Marion,Marion County,3009
66509,Mayetta,Jackson County,2996
66619,Topeka,Shawnee County,2987
66542,Tecumseh,Shawnee County,2985
66414,Carbondale,Osage County,2973
66402,Auburn,Shawnee County,2931
66512,Meriden,Jefferson County,2908
66054,Mc Louth,Jefferson County,2894
67449,Herington,Dickinson County,2880
67851,Holcomb,Finney County,2858
67835,Cimarron,Gray County,2849
66748,Humboldt,Allen County,2816
66090,Wathena,Doniphan County,2801
66021,Edgerton,Johnson County,2800
66535,Saint George,Pottawatomie County,2787
67013,Belle Plaine,Sumner County,2782
67356,Oswego,Labette County,2767
67637,Ellis,Ellis County,2738
67333,Caney,Montgomery County,2728
66070,Ozawkie,Jefferson County,2671
67526,Ellinwood,Barton County,2669
67030,Colwich,Sedgwick County,2658
67031,Conway Springs,Sumner County,2650
67663,Plainville,Rooks County,2629
66439,Horton,Brown County,2625
67144,Towanda,Butler County,2614
66073,Perry,Jefferson County,2598
67860,Lakin,Kearny County,2598
66076,Pomona,Franklin County,2595
67467,Minneapolis,Ottawa County,2575
67228,Wichita,Sedgwick County,2541
66105,Kansas City,Wyandotte County,2510
67505,South Hutchinson,Reno County,2499
66066,Oskaloosa,Jefferson County,2467
67003,Anthony,Harper County,2465
67672,Wa Keeney,Trego County,2421
66612,Topeka,Shawnee County,2398
67017,Benton,Butler County,2383
66052,Linwood,Leavenworth County,2382
66539,Silver Lake,Shawnee County,2377
66088,Valley Falls,Jefferson County,2364
66524,Overbrook,Osage County,2364
67748,Oakley,Logan County,2348
66935,Belleville,Republic County,2338
67878,Syracuse,Hamilton County,2311
66733,Erie,Neosho County,2308
66075,Pleasanton,Linn County,2302
67546,Inman,Mcpherson County,2292
67877,Sublette,Haskell County,2285
66783,Yates Center,Woodson County,2200
67543,Haven,Reno County,2175
66531,Riley,Riley County,2163
66013,Bucyrus,Miami County,2141
67104,Medicine Lodge,Barber County,2136
67050,Garden Plain,Sedgwick County,2125
66045,Lawrence,Douglas County,2102
67749,Oberlin,Decatur County,2097
67455,Lincoln,Lincoln County,2061
67576,Saint John,Stafford County,2054
67146,Udall,Cowley County,2030
66050,Lecompton,Douglas County,2000
67154,Whitewater,Butler County,1997
66967,Smith Center,Smith County,1991
67861,Leoti,Wichita County,1966
66056,Mound City,Linn County,1954
67431,Chapman,Dickinson County,1933
66533,Rossville,Shawnee County,1929
67756,Saint Francis,Cheyenne County,1898
67669,Stockton,Rooks County,1890
67867,Montezuma,Gray County,1880
66087,Troy,Doniphan County,1873
66413,Burlingame,Osage County,1862
67642,Hill City,Graham County,1861
67522,Buhler,Reno County,1858
67950,Elkhart,Morton County,1846
66856,Lebo,Coffey County,1839
67547,Kinsley,Edwards County,1817
67058,Harper,Harper County,1807
66712,Arma,Crawford County,1805
67117,North Newton,Harvey County,1778
67473,Osborne,Osborne County,1764
67855,Johnson,Stanton County,1763
67864,Meade,Meade County,1760
67067,Kechi,Sedgwick County,1757
67202,Wichita,Sedgwick County,1751
67560,Ness City,Ness County,1750
66020,Easton,Leavenworth County,1725
67730,Atwood,Rawlins County,1707
66451,Lyndon,Osage County,1697
66866,Peabody,Marion County,1683
66549,Westmoreland,Pottawatomie County,1664
67480,Solomon,Dickinson County,1646
67108,Mount Hope,Sedgwick County,1615
66440,Hoyt,Jackson County,1612
67001,Andale,Sedgwick County,1603
67740,Hoxie,Sheridan County,1603
67020,Burrton,Harvey County,1601
66517,Ogden,Riley County,1600
66521,Onaga,Pottawatomie County,1596
67443,Galva,Mcpherson County,1581
67361,Sedan,Chautauqua County,1566
67336,Chetopa,Labette County,1563
66401,Alma,Wabaunsee County,1511
67869,Plains,Meade County,1499
67022,Caldwell,Sumner County,1498
67671,Victoria,Ellis County,1484
67330,Altamont,Labette County,1476
67428,Canton,Mcpherson County,1471
66060,Nortonville,Jefferson County,1448
66968,Washington,Washington County,1443
67074,Leon,Butler County,1429
66411,Blue Rapids,Marshall County,1426
67119,Oxford,Sumner County,1412
67870,Satanta,Haskell County,1412
67752,Quinter,Gove County,1399
67422,Bennington,Ottawa County,1383
67876,Spearville,Ford County,1376
67548,La Crosse,Rush County,1367
66035,Highland,Doniphan County,1340
66603,Topeka,Shawnee County,1337
66776,Thayer,Neosho County,1331
66860,Madison,Greenwood County,1315
67570,Pretty Prairie,Reno County,1315
67854,Jetmore,Hodgeman County,1306
66753,Mc Cune,Crawford County,1290
67561,Nickerson,Reno County,1277
67839,Dighton,Lane County,1270
66871,Waverly,Coffey County,1268
67487,Wakefield,Clay County,1266
66835,Americus,Lyon County,1252
67448,Gypsum,Saline County,1246
66514,Milford,Geary County,1245
67054,Greensburg,Kiowa County,1242
66865,Olpe,Lyon County,1222
